age,monthly_income,debt_ratio,credit_utilization,transaction_count_30d,avg_transaction_amount,employment_type,education_level,region,device_type,last_payment_delay_days,internal_score_v2,target
59.4,38410.77,0.47,0.205,29,132.76,full_time,high_school,urban,mobile,3.25,566.4,0
24.6,42961.47,0.254,0.195,25,125.7,full_time,high_school,urban,mobile,4.14,653.5,0
39.8,45185.26,0.472,0.277,51,95.95,full_time,high_school,urban,desktop,0.06,586.2,0
28.8,32797.53,0.062,0.487,45,99.68,self_employed,bachelor,urban,mobile,4.77,658.4,0
34.8,12255.36,0.591,0.859,44,73.63,full_time,high_school,urban,mobile,3.96,477.9,0
50.0,53915.65,0.419,0.371,50,116.02,full_time,bachelor,suburban,desktop,0.99,571.8,0
31.2,15039.79,0.28,0.59,49,148.8,full_time,bachelor,urban,mobile,4.21,590.0,0
31.8,19670.45,0.28,0.51,44,119.49,full_time,high_school,suburban,mobile,2.24,603.6,0
49.4,71473.98,0.326,0.003,39,85.16,full_time,high_school,urban,mobile,1.18,613.2,0
45.7,31575.47,0.359,0.416,50,21.89,full_time,phd,urban,mobile,1.56,571.5,0
41.6,14472.57,0.653,0.88,71,122.55,contract,high_school,urban,mobile,4.15,426.4,1
53.5,30737.49,0.457,0.622,47,99.64,full_time,high_school,suburban,desktop,0.36,567.7,0
48.9,36103.06,0.173,0.445,36,90.39,full_time,master,urban,desktop,0.32,642.2,0
47.8,42024.82,0.544,0.704,54,114.59,contract,bachelor,rural,desktop,2.17,492.8,0
52.3,17486.51,0.353,0.74,42,116.0,contract,bachelor,urban,mobile,1.08,527.7,0
51.6,30638.57,0.17,0.574,42,79.42,full_time,bachelor,suburban,desktop,3.01,613.6,0
39.0,48281.83,0.474,0.069,38,59.45,full_time,high_school,urban,desktop,1.28,590.2,0
54.6,16975.09,0.304,0.341,40,111.23,full_time,bachelor,suburban,mobile,0.31,626.8,0
71.4,27136.23,0.178,0.422,37,71.94,full_time,high_school,urban,mobile,0.77,614.1,0
44.5,56532.57,0.57,0.426,38,135.84,full_time,high_school,rural,tablet,2.65,574.0,0
36.1,40168.2,0.307,0.208,52,52.01,full_time,master,urban,mobile,3.18,641.3,0
53.7,64371.21,0.277,0.317,49,137.28,full_time,high_school,urban,mobile,1.28,622.5,0
38.4,20061.11,0.371,0.667,38,62.89,full_time,bachelor,urban,mobile,0.26,566.3,1
42.2,66744.92,0.307,0.259,41,106.34,full_time,bachelor,suburban,mobile,2.47,606.3,0
30.5,14149.97,0.719,0.795,72,117.43,full_time,bachelor,urban,mobile,10.54,425.7,1
72.3,21434.35,0.377,0.647,34,176.32,full_time,master,suburban,tablet,0.55,561.6,0
72.6,37706.98,0.198,0.312,49,134.95,self_employed,bachelor,urban,mobile,0.09,638.4,0
47.2,36479.93,0.257,0.444,57,43.77,full_time,phd,urban,mobile,0.87,594.5,0
75.0,24010.06,0.221,0.671,38,122.79,contract,high_school,suburban,desktop,11.46,498.8,0
48.8,55259.55,0.338,0.311,45,85.13,full_time,bachelor,urban,mobile,0.63,613.7,0
59.1,59383.4,0.232,0.308,41,114.53,unemployed,high_school,rural,desktop,6.05,646.7,0
37.9,30651.26,0.319,0.388,37,168.64,full_time,bachelor,suburban,mobile,3.0,606.4,0
51.9,42985.65,0.151,0.343,47,63.22,contract,master,urban,mobile,2.53,654.2,0
61.6,36991.33,0.442,0.532,35,141.96,full_time,master,urban,tablet,0.2,547.9,0
74.9,38594.67,0.568,0.001,48,85.31,self_employed,bachelor,suburban,desktop,1.56,617.9,0
42.4,28602.11,0.363,0.62,41,78.59,full_time,high_school,urban,mobile,1.02,539.1,1
31.0,24253.38,0.569,0.895,69,78.89,self_employed,master,suburban,mobile,18.31,397.9,1
47.1,36495.36,0.12,0.64,40,45.59,unemployed,high_school,urban,mobile,0.96,614.5,0
42.0,60909.4,0.24,0.158,38,100.48,contract,high_school,urban,mobile,2.7,659.1,0
35.5,26081.43,0.328,0.694,43,92.72,full_time,high_school,urban,mobile,0.98,533.5,0
41.6,70423.83,0.615,0.227,46,103.16,contract,bachelor,urban,mobile,2.41,634.9,0
42.9,14792.22,0.205,0.188,44,90.14,contract,master,urban,mobile,4.85,647.3,0
58.0,59514.84,0.378,0.388,45,128.7,full_time,high_school,urban,mobile,1.84,597.2,0
43.7,47113.24,0.377,0.388,45,82.34,full_time,bachelor,urban,mobile,1.12,573.6,0
62.7,64723.26,0.477,0.317,54,158.17,contract,master,rural,desktop,0.29,565.5,0
45.3,35779.78,0.096,0.298,40,134.5,contract,high_school,suburban,tablet,1.65,655.7,0
71.2,48164.45,0.295,0.501,25,66.32,full_time,high_school,urban,mobile,7.67,594.4,0
18.0,34563.13,0.247,0.438,40,115.97,contract,bachelor,suburban,mobile,0.34,596.0,0
58.4,29495.01,0.293,0.545,52,36.6,full_time,bachelor,urban,mobile,1.66,554.0,0
59.9,57981.71,0.325,0.645,39,29.86,full_time,high_school,urban,desktop,0.72,541.2,0
43.9,44393.62,0.415,0.527,40,93.96,unemployed,bachelor,suburban,mobile,3.53,527.5,0
39.6,34028.66,0.396,0.0,44,155.32,self_employed,bachelor,rural,mobile,4.99,607.6,0
49.9,22476.59,0.282,0.0,31,96.86,contract,high_school,urban,tablet,1.72,640.7,0
37.5,40093.34,0.21,0.003,42,84.29,full_time,master,suburban,mobile,2.09,697.3,0
25.3,63070.54,0.234,0.432,53,142.58,contract,master,suburban,mobile,0.5,616.1,0
69.1,27462.27,0.322,0.585,46,94.46,full_time,high_school,suburban,desktop,3.13,555.5,0
48.5,35324.9,0.333,0.278,33,62.64,contract,high_school,rural,mobile,3.25,648.3,0
44.9,38354.86,0.298,0.58,37,81.32,full_time,high_school,suburban,desktop,5.38,580.9,0
28.0,55290.8,0.428,0.364,32,80.91,self_employed,master,urban,mobile,0.15,586.0,0
39.5,81843.6,0.189,0.38,33,130.25,contract,master,rural,desktop,1.72,617.6,0
51.6,18431.27,0.222,0.273,42,137.75,full_time,phd,urban,mobile,0.16,634.3,0
38.9,40114.98,0.144,0.516,47,108.68,full_time,master,urban,mobile,5.07,596.4,0
26.9,17194.34,0.275,0.728,48,127.52,full_time,bachelor,urban,mobile,2.47,517.0,0
48.5,49293.22,0.272,0.514,34,44.02,full_time,high_school,suburban,desktop,2.57,563.6,0
18.0,109828.72,0.475,0.24,54,19.47,contract,bachelor,suburban,mobile,0.72,598.6,0
36.5,53783.17,0.403,0.433,50,77.37,full_time,bachelor,urban,mobile,3.96,577.7,0
34.5,57103.24,0.353,0.472,34,93.43,unemployed,bachelor,urban,tablet,3.64,560.6,0
44.4,38634.8,0.34,0.365,40,96.39,self_employed,bachelor,suburban,mobile,1.58,578.6,0
51.4,22160.47,0.247,0.091,43,72.74,contract,master,urban,mobile,1.57,662.5,0
52.5,102524.33,0.386,0.477,50,111.31,contract,bachelor,suburban,mobile,1.24,565.9,0
52.6,54840.8,0.256,0.583,44,31.82,contract,bachelor,urban,mobile,0.77,592.3,0
37.6,84967.47,0.356,0.386,38,68.57,unemployed,bachelor,suburban,mobile,3.94,575.0,0
38.6,44344.97,0.495,0.49,41,134.85,unemployed,high_school,suburban,tablet,0.07,530.7,0
37.5,32030.53,0.155,0.451,38,85.92,full_time,bachelor,rural,tablet,0.45,618.1,0
52.4,46401.97,0.559,0.406,40,24.51,full_time,high_school,rural,desktop,4.35,525.8,0
52.6,34785.16,0.342,0.353,37,82.37,full_time,bachelor,suburban,desktop,2.31,597.2,0
52.8,29947.22,0.337,0.445,41,48.73,full_time,bachelor,suburban,desktop,1.67,579.6,0
67.1,28737.55,0.484,0.417,37,127.53,full_time,master,rural,mobile,0.76,589.2,0
46.1,49534.74,0.326,0.206,31,106.7,full_time,bachelor,rural,tablet,2.74,645.9,0
38.2,29358.07,0.16,0.29,37,92.4,full_time,phd,urban,desktop,6.59,608.1,0
52.2,50930.81,0.146,0.376,43,92.41,full_time,master,suburban,desktop,3.91,645.6,0
51.5,55558.92,0.163,0.311,39,103.03,full_time,high_school,urban,mobile,1.48,652.5,0
59.8,20909.45,0.48,0.591,42,87.12,full_time,bachelor,urban,desktop,1.61,565.4,0
32.9,53048.53,0.354,0.356,28,16.61,full_time,phd,suburban,mobile,1.21,593.6,0
54.0,60456.69,0.171,0.465,33,75.93,full_time,high_school,urban,mobile,3.61,578.8,0
55.7,29076.61,0.39,0.049,50,135.56,full_time,high_school,rural,mobile,4.64,606.2,0
47.8,20349.04,0.243,0.449,36,58.43,self_employed,high_school,suburban,mobile,0.61,573.3,0
44.3,35673.82,0.142,0.52,58,80.55,self_employed,bachelor,urban,mobile,2.1,625.9,0
27.2,30874.26,0.577,0.314,42,117.96,self_employed,master,urban,mobile,0.51,550.9,0
47.9,61581.67,0.354,0.318,39,10.0,full_time,phd,urban,mobile,2.57,577.9,0
36.5,59870.88,0.0,0.2,48,129.22,unemployed,phd,urban,mobile,1.49,672.4,0
45.6,31572.03,0.189,0.345,39,48.91,full_time,master,rural,mobile,1.79,598.0,0
29.5,39484.01,0.32,0.097,40,100.13,full_time,bachelor,urban,mobile,8.4,637.5,0
45.2,39539.84,0.182,0.375,49,96.19,self_employed,phd,urban,mobile,0.15,608.3,0
37.7,13918.66,0.798,1.0,75,110.56,contract,master,suburban,desktop,1.45,409.0,1
58.7,36901.17,0.412,0.326,34,143.38,full_time,master,urban,mobile,2.03,592.8,0
62.6,60046.71,0.627,0.317,42,160.46,self_employed,master,rural,desktop,0.94,548.8,0
34.8,24703.56,0.357,0.26,47,138.01,full_time,bachelor,urban,mobile,0.24,603.5,0
20.2,52177.03,0.384,0.383,36,66.81,self_employed,bachelor,suburban,mobile,1.49,569.6,0
45.2,25984.13,0.444,0.38,53,61.38,contract,high_school,urban,mobile,0.7,577.0,0
57.7,40403.97,0.464,0.765,51,64.85,self_employed,master,suburban,desktop,1.57,528.2,0
50.0,31372.89,0.314,0.729,40,58.98,full_time,phd,rural,mobile,7.13,557.8,0
43.5,40864.02,0.286,0.32,49,92.81,full_time,high_school,urban,mobile,3.53,636.0,0
59.9,79319.74,0.352,0.539,37,118.57,full_time,master,rural,mobile,2.89,572.3,0
46.0,57368.08,0.449,0.0,52,113.66,self_employed,bachelor,urban,desktop,3.16,629.0,0
57.9,81309.2,0.347,0.235,37,95.49,unemployed,master,suburban,mobile,2.68,593.4,0
60.4,49388.54,0.346,0.439,37,119.01,full_time,bachelor,rural,desktop,1.71,594.4,0
52.1,89679.85,0.22,0.089,49,56.41,full_time,high_school,rural,tablet,2.91,656.3,0
47.3,31523.49,0.432,0.212,39,98.38,contract,bachelor,urban,mobile,2.8,583.0,0
52.4,61253.34,0.152,0.219,49,110.45,contract,bachelor,suburban,mobile,5.24,637.7,0
50.3,51698.56,0.258,0.52,40,26.09,full_time,master,urban,mobile,1.65,570.0,0
33.9,63299.44,0.482,0.526,29,132.39,full_time,high_school,urban,mobile,1.57,540.2,0
42.8,57682.88,0.431,0.621,36,112.93,full_time,bachelor,urban,mobile,0.01,523.8,0
60.7,35775.11,0.256,0.485,45,82.43,full_time,master,suburban,desktop,0.75,585.0,0
41.8,39760.48,0.317,0.402,43,42.14,self_employed,bachelor,suburban,desktop,2.85,577.6,0
51.9,76664.9,0.212,0.296,48,93.98,full_time,bachelor,suburban,desktop,1.76,618.8,1
31.5,15450.94,0.287,0.396,33,135.06,full_time,bachelor,rural,desktop,0.98,653.5,0
44.4,48907.01,0.569,0.507,44,20.22,full_time,master,suburban,mobile,0.04,552.1,0
34.3,46243.45,0.09,0.384,52,105.6,self_employed,high_school,urban,mobile,2.44,695.6,0
48.5,38569.38,0.584,0.308,35,73.34,full_time,bachelor,urban,mobile,10.03,556.5,0
59.6,30957.71,0.544,0.319,43,162.27,full_time,high_school,suburban,mobile,1.09,564.9,0
39.3,82336.74,0.421,0.325,48,88.16,full_time,master,urban,tablet,1.36,590.3,0
44.6,64007.85,0.227,0.335,29,94.05,contract,master,rural,mobile,4.6,604.4,0
62.9,31088.78,0.403,0.727,52,139.24,full_time,bachelor,rural,desktop,0.26,555.8,0
21.6,24433.91,0.059,0.355,43,110.75,full_time,bachelor,suburban,desktop,2.42,647.9,0
40.2,23268.52,0.453,0.507,34,125.15,contract,bachelor,urban,mobile,0.38,560.5,0
48.4,21205.2,0.22,0.346,41,88.0,full_time,bachelor,urban,mobile,1.01,632.3,0
42.1,44250.06,0.45,0.188,38,64.4,unemployed,high_school,suburban,mobile,0.58,597.9,0
36.5,74500.32,0.259,0.292,51,67.31,full_time,high_school,urban,mobile,1.99,628.1,0
61.5,25335.04,0.377,0.584,33,109.96,full_time,bachelor,suburban,tablet,1.06,562.3,0
36.6,42115.27,0.334,0.497,39,86.23,contract,master,suburban,tablet,1.69,574.4,0
50.6,11538.4,0.436,0.782,65,101.26,unemployed,master,suburban,mobile,12.89,493.0,1
33.2,48275.36,0.303,0.189,46,137.87,full_time,bachelor,urban,mobile,3.79,628.6,0
48.7,37083.81,0.225,0.063,34,105.01,self_employed,bachelor,rural,mobile,0.66,655.9,1
54.5,41704.6,0.196,0.54,47,72.99,full_time,high_school,urban,tablet,0.48,586.6,0
45.9,48521.75,0.258,0.433,50,89.87,self_employed,bachelor,urban,mobile,1.68,577.0,0
63.8,33401.87,0.0,0.823,40,58.66,full_time,bachelor,rural,mobile,2.21,589.2,0
32.6,29862.9,0.091,0.653,41,93.0,contract,bachelor,rural,mobile,0.26,597.8,0
40.3,67515.66,0.224,0.442,38,93.07,self_employed,master,urban,mobile,0.81,616.3,0
50.6,35632.67,0.375,0.685,37,54.78,full_time,bachelor,urban,tablet,0.21,546.4,1
55.9,37061.13,0.382,0.178,43,46.43,full_time,master,urban,mobile,2.43,620.3,0
48.2,42617.0,0.199,0.46,33,113.15,contract,high_school,suburban,desktop,9.55,576.6,0
43.5,29733.68,0.327,0.5,48,110.13,self_employed,master,urban,mobile,0.76,572.1,0
40.4,52154.08,0.15,0.591,44,118.8,self_employed,bachelor,rural,mobile,1.08,573.6,0
60.6,67125.89,0.184,0.417,33,40.61,full_time,high_school,urban,mobile,3.84,618.5,0
63.7,52912.18,0.237,0.459,37,97.26,full_time,high_school,suburban,mobile,4.5,598.3,0
46.2,65953.75,0.359,0.22,44,96.37,full_time,bachelor,suburban,mobile,3.21,622.7,0
41.2,27796.78,0.191,0.016,41,146.02,full_time,high_school,urban,mobile,0.49,679.4,0
45.7,65628.97,0.51,0.499,38,162.67,full_time,bachelor,urban,mobile,0.95,523.1,0
49.3,40938.58,0.352,0.481,36,55.02,full_time,master,urban,desktop,1.72,611.6,0
65.8,28661.14,0.677,0.298,43,54.76,contract,bachelor,rural,desktop,0.64,507.1,0
37.3,42629.98,0.133,0.426,40,111.22,full_time,master,urban,desktop,0.05,617.6,0
59.0,43502.35,0.354,0.601,44,138.81,self_employed,high_school,suburban,mobile,4.74,548.6,0
30.8,30376.78,0.192,0.278,41,119.58,full_time,bachelor,suburban,tablet,3.91,640.8,0
53.6,33288.63,0.336,0.403,42,51.87,self_employed,high_school,suburban,mobile,4.98,549.8,0
62.6,31639.2,0.194,0.164,35,98.97,contract,high_school,urban,desktop,0.21,643.6,0
47.7,36052.61,0.349,0.084,41,82.52,self_employed,high_school,urban,mobile,6.33,606.9,0
55.5,24695.02,0.329,0.411,44,118.79,full_time,bachelor,suburban,mobile,8.95,583.2,0
45.8,22698.53,0.33,0.69,40,143.23,full_time,phd,rural,mobile,1.68,552.0,0
35.5,64089.25,0.018,0.377,41,134.33,full_time,bachelor,rural,mobile,1.44,661.9,0
53.9,68687.19,0.324,0.319,45,146.53,self_employed,master,urban,mobile,3.09,591.0,0
50.2,124551.49,0.207,0.307,53,121.66,contract,high_school,rural,mobile,0.43,651.2,0
60.3,59756.28,0.136,0.351,56,86.45,self_employed,bachelor,urban,mobile,0.0,641.5,0
33.1,46106.84,0.366,0.458,39,83.64,full_time,high_school,rural,desktop,2.54,580.7,0
43.4,49584.9,0.349,0.328,46,55.34,self_employed,bachelor,urban,desktop,2.7,654.7,0
35.3,61195.97,0.637,0.188,41,74.46,contract,master,suburban,mobile,0.29,578.7,0
55.4,50519.77,0.524,0.296,43,73.33,self_employed,high_school,suburban,mobile,1.64,571.0,0
44.4,32841.85,0.416,0.506,45,50.45,self_employed,bachelor,urban,tablet,0.23,591.1,0
49.6,18170.06,0.908,0.582,66,130.81,self_employed,master,suburban,mobile,20.0,398.7,1
39.5,44341.83,0.366,0.406,43,106.68,unemployed,high_school,rural,desktop,0.54,549.1,0
32.0,38845.25,0.768,0.826,60,193.79,full_time,high_school,urban,mobile,0.42,422.1,1
68.9,25872.14,0.296,0.184,47,38.95,full_time,bachelor,urban,mobile,1.22,667.6,0
51.5,55669.8,0.113,0.461,42,102.11,full_time,phd,rural,mobile,9.38,597.1,0
58.0,39620.47,0.414,0.373,47,54.71,contract,high_school,suburban,tablet,0.12,599.2,0
51.8,26486.12,0.512,0.53,55,156.8,contract,bachelor,rural,desktop,0.74,533.2,0
46.2,62021.43,0.256,0.233,47,27.58,contract,phd,rural,mobile,0.1,627.7,0
32.6,47388.36,0.638,0.51,50,176.56,full_time,high_school,suburban,mobile,9.3,476.1,0
33.5,43030.7,0.35,0.458,41,129.99,full_time,high_school,urban,mobile,2.32,555.0,0
27.0,22765.95,0.625,0.957,70,132.22,contract,high_school,urban,tablet,14.36,377.4,1
45.2,34114.3,0.241,0.206,65,116.71,self_employed,high_school,urban,mobile,1.25,626.8,0
42.3,61716.3,0.182,0.188,44,10.37,full_time,high_school,rural,mobile,1.97,631.6,0
34.5,30743.65,0.534,0.215,45,119.18,contract,high_school,rural,mobile,0.66,570.9,0
56.3,61820.7,0.336,0.093,53,87.77,contract,bachelor,suburban,mobile,5.83,628.6,0
56.1,30704.59,0.359,0.257,50,80.99,full_time,high_school,rural,desktop,1.7,607.4,0
38.3,42590.87,0.093,0.446,40,104.92,full_time,bachelor,urban,desktop,0.39,695.7,0
58.2,51770.01,0.335,0.233,37,64.2,contract,high_school,rural,mobile,3.79,584.2,0
50.8,31183.01,0.488,0.695,36,118.75,full_time,master,suburban,mobile,1.67,510.8,0
40.5,44599.47,0.503,0.259,41,100.86,full_time,high_school,rural,desktop,0.59,573.9,0
52.4,73738.24,0.426,0.357,31,142.55,full_time,high_school,rural,desktop,5.42,595.1,0
47.5,24100.26,0.397,0.42,44,99.56,contract,high_school,urban,desktop,3.6,601.0,0
32.5,22378.31,0.066,0.326,39,92.85,unemployed,master,urban,mobile,10.38,597.3,0
52.6,31630.12,0.053,0.08,45,63.08,full_time,high_school,urban,mobile,8.48,655.9,0
35.0,52015.47,0.63,0.454,39,92.8,full_time,high_school,urban,mobile,0.44,499.2,0
33.8,33514.43,0.035,0.1,44,112.24,contract,high_school,suburban,mobile,1.27,682.9,0
46.4,33350.97,0.474,0.465,48,37.88,self_employed,master,suburban,mobile,1.16,558.3,0
38.0,35930.68,0.24,0.582,40,127.55,full_time,master,rural,mobile,0.39,594.3,0
41.8,24178.73,0.388,0.364,43,120.87,full_time,bachelor,suburban,tablet,1.68,576.2,0
39.6,45721.45,0.455,0.356,46,69.28,contract,master,suburban,mobile,0.08,585.3,1
47.1,46459.79,0.466,0.653,50,39.84,self_employed,high_school,urban,desktop,1.21,544.5,0
43.6,42605.4,0.321,0.426,51,62.25,contract,bachelor,urban,mobile,0.07,569.3,0
31.5,77435.76,0.541,0.302,44,99.33,full_time,phd,suburban,mobile,6.22,530.3,0
30.4,38434.34,0.103,0.238,42,90.49,full_time,high_school,suburban,desktop,4.39,650.9,0
47.1,21229.73,0.429,0.598,37,36.17,full_time,high_school,suburban,mobile,0.14,507.7,0
60.7,47123.45,0.348,0.265,43,85.76,full_time,high_school,urban,desktop,4.97,581.5,0
36.8,25855.3,0.439,0.121,40,143.74,contract,phd,suburban,mobile,5.74,569.7,0
21.4,34828.49,0.484,0.358,46,85.91,contract,phd,suburban,tablet,1.68,593.8,0
49.9,20587.99,0.086,0.439,46,32.43,unemployed,high_school,rural,tablet,0.97,636.7,0
50.5,25358.54,0.334,0.321,44,154.34,self_employed,high_school,suburban,mobile,1.33,621.5,0
57.5,71983.16,0.382,0.522,51,88.73,contract,bachelor,urban,mobile,2.21,564.9,0
51.9,94844.07,0.341,0.459,35,71.09,unemployed,bachelor,urban,tablet,0.14,603.2,0
32.2,40141.91,0.411,0.455,37,111.09,full_time,bachelor,urban,desktop,7.83,538.9,0
48.1,35920.7,0.512,0.796,44,91.18,full_time,bachelor,rural,mobile,1.06,532.9,0
53.8,23868.66,0.157,0.439,42,70.12,contract,bachelor,urban,mobile,0.32,586.1,0
34.1,15553.38,0.215,0.374,35,95.73,full_time,high_school,urban,mobile,1.71,593.8,0
52.1,57262.36,0.275,0.125,46,90.0,contract,high_school,urban,mobile,0.24,627.9,0
60.9,28865.12,0.305,0.51,39,94.97,contract,bachelor,urban,mobile,0.79,584.0,0
38.4,34825.05,0.245,0.405,43,100.18,full_time,high_school,urban,mobile,5.41,588.7,0
53.7,38998.18,0.225,0.272,58,36.95,full_time,bachelor,urban,desktop,2.14,647.1,0
50.3,93794.86,0.205,0.523,44,86.42,self_employed,master,urban,tablet,0.37,596.2,0
51.6,46132.59,0.062,0.321,29,66.94,contract,high_school,suburban,mobile,1.81,657.2,1
58.9,53337.88,0.455,0.55,34,62.52,full_time,high_school,urban,mobile,0.4,560.9,0
44.2,43117.94,0.296,0.652,36,31.98,contract,high_school,urban,mobile,0.56,549.5,0
41.3,55025.54,0.034,0.355,48,73.24,full_time,master,urban,tablet,0.32,675.3,0
30.6,58384.74,0.45,0.29,43,85.54,contract,master,urban,mobile,1.77,596.5,0
40.4,43049.71,0.314,0.367,41,68.42,full_time,high_school,urban,mobile,0.03,584.0,0
39.0,27469.23,0.414,0.52,40,101.44,unemployed,high_school,rural,desktop,9.01,558.5,0
43.7,47330.86,0.384,0.37,40,109.18,self_employed,bachelor,urban,desktop,0.2,598.0,0
35.2,24161.13,0.357,0.451,46,43.18,unemployed,high_school,urban,mobile,4.27,586.2,0
22.9,23852.82,0.236,0.468,39,74.48,contract,bachelor,urban,mobile,0.64,596.4,0
51.9,46076.91,0.275,0.502,46,94.73,self_employed,master,rural,mobile,1.28,547.7,0
58.6,57412.73,0.223,0.381,51,72.54,full_time,high_school,suburban,desktop,2.32,647.8,0
66.7,79755.61,0.299,0.326,35,82.03,contract,high_school,suburban,mobile,1.02,599.3,0
42.1,37311.86,0.313,0.243,43,92.3,self_employed,master,urban,mobile,0.34,621.3,0
24.3,44405.66,0.492,0.348,45,26.59,self_employed,master,urban,mobile,0.55,516.0,0
53.5,71816.62,0.283,0.123,40,107.1,contract,high_school,urban,mobile,1.04,618.0,0
45.9,30768.82,0.688,0.428,47,56.29,full_time,bachelor,suburban,mobile,5.54,562.0,0
47.7,30100.82,0.426,0.384,38,116.78,full_time,bachelor,urban,desktop,0.68,585.1,0
56.3,62914.62,0.319,0.46,34,112.34,full_time,bachelor,rural,mobile,2.43,591.5,0
20.3,25114.79,0.468,0.21,33,53.73,full_time,bachelor,urban,mobile,5.23,567.6,0
58.9,141312.04,0.402,0.552,39,73.92,full_time,master,suburban,desktop,2.04,557.2,0
45.3,115572.5,0.302,0.032,39,127.58,full_time,high_school,urban,mobile,4.8,652.5,0
32.7,58478.07,0.326,0.633,45,146.82,contract,high_school,suburban,desktop,0.04,591.7,0
52.1,21861.02,0.431,0.741,75,122.88,self_employed,master,rural,mobile,9.19,491.9,1
47.7,33880.25,0.286,0.659,41,84.05,contract,high_school,suburban,mobile,3.15,513.4,0
58.1,30564.16,0.547,0.126,46,130.3,full_time,bachelor,suburban,desktop,0.16,588.4,0
57.2,45436.42,0.497,0.179,37,108.97,full_time,high_school,urban,desktop,2.65,571.0,0
30.4,36110.32,0.306,0.448,54,93.98,unemployed,high_school,rural,mobile,0.22,615.5,0
66.3,54028.39,0.529,0.215,38,71.4,full_time,bachelor,urban,desktop,0.12,591.6,0
36.4,43880.95,0.476,0.614,44,58.83,full_time,bachelor,urban,tablet,0.14,570.1,0
36.0,57575.3,0.323,0.447,48,131.02,self_employed,high_school,rural,desktop,4.88,577.8,0
38.2,15534.95,0.184,0.155,37,139.96,self_employed,bachelor,suburban,mobile,2.8,641.1,0
58.0,29614.79,0.404,0.372,45,85.62,full_time,bachelor,rural,tablet,5.59,546.7,0
56.6,20668.39,0.364,0.518,33,137.2,full_time,high_school,suburban,desktop,0.88,503.7,0
54.4,83089.39,0.487,0.116,50,98.06,full_time,high_school,suburban,mobile,1.85,621.8,0
46.8,29752.32,0.719,0.0,32,119.28,full_time,high_school,urban,mobile,1.87,600.6,0
42.8,109928.77,0.233,0.443,47,89.47,full_time,high_school,urban,tablet,0.72,602.0,0
36.1,38499.74,0.098,0.495,39,10.0,self_employed,bachelor,urban,mobile,0.37,610.3,1
45.3,31724.4,0.583,0.173,38,73.54,full_time,high_school,urban,mobile,0.76,602.5,0
41.5,42969.55,0.497,0.346,39,109.7,contract,high_school,suburban,desktop,0.24,574.5,0
52.0,30696.91,0.228,0.397,43,84.91,self_employed,bachelor,urban,mobile,2.99,621.0,0
55.3,39961.78,0.254,0.386,42,148.51,full_time,high_school,urban,mobile,0.36,606.4,0
31.8,15004.4,0.508,0.335,70,107.69,self_employed,bachelor,suburban,mobile,0.6,575.1,1
43.6,41107.87,0.407,0.458,45,35.69,self_employed,high_school,suburban,mobile,2.71,610.9,0
46.2,57544.78,0.447,0.485,46,64.66,full_time,bachelor,urban,desktop,0.13,550.1,0
32.7,43157.53,0.177,0.595,37,177.24,self_employed,phd,suburban,desktop,1.97,597.7,0
51.7,44500.77,0.331,0.464,44,135.37,full_time,high_school,rural,mobile,1.63,565.1,0
33.6,35047.78,0.392,0.336,64,97.13,full_time,bachelor,urban,mobile,0.43,587.3,0
63.0,88407.65,0.498,0.505,33,69.0,full_time,bachelor,urban,mobile,1.01,534.2,0
47.5,53440.24,0.168,0.259,42,138.88,full_time,bachelor,urban,desktop,1.5,651.5,0
27.0,39009.68,0.573,0.3,42,106.48,full_time,high_school,rural,desktop,1.15,571.4,0
69.3,49374.98,0.252,0.472,39,87.06,full_time,master,suburban,tablet,0.37,628.3,0
18.0,13796.15,0.609,1.0,82,147.84,full_time,bachelor,suburban,mobile,4.19,395.7,1
53.4,95939.17,0.454,0.746,42,136.53,contract,master,urban,desktop,0.19,478.6,0
34.7,33285.05,0.626,0.296,55,107.21,full_time,master,urban,mobile,0.18,536.8,0
37.1,30349.62,0.544,0.599,41,142.78,self_employed,high_school,urban,mobile,0.3,516.0,0
42.2,21466.94,0.521,0.189,44,168.83,full_time,bachelor,urban,desktop,0.21,593.4,0
43.8,43648.51,0.387,0.444,43,55.3,full_time,phd,urban,mobile,0.12,549.8,0
29.3,39093.58,0.745,0.161,42,33.68,full_time,high_school,urban,mobile,6.17,506.7,0
50.9,44827.41,0.221,0.238,42,94.23,full_time,bachelor,suburban,mobile,4.23,634.1,0
53.9,40418.41,0.178,0.583,43,86.08,full_time,high_school,urban,mobile,2.77,616.5,0
51.7,26356.57,0.453,0.115,42,83.45,full_time,bachelor,urban,mobile,1.17,628.0,0
62.1,38061.66,0.359,0.221,42,76.34,self_employed,high_school,suburban,mobile,0.39,659.8,0
40.7,55128.53,0.384,0.664,40,122.45,self_employed,high_school,rural,mobile,0.16,607.3,0
40.1,27071.69,0.0,0.165,47,40.25,unemployed,high_school,suburban,tablet,0.33,693.1,0
56.2,50227.24,0.288,0.464,31,55.34,full_time,master,urban,mobile,8.32,559.7,0
32.0,31530.86,0.335,0.49,28,71.07,full_time,bachelor,urban,desktop,6.43,618.4,0
58.5,23672.94,0.171,0.313,36,29.72,full_time,high_school,urban,mobile,2.14,636.0,0
45.4,16543.1,0.184,0.639,44,42.96,full_time,high_school,suburban,mobile,0.1,586.4,0
